adl_id,Description,Fips_County,Date,population_2010,latitude,longitude,Land_Area,Water_Area,Total_Area,Y_bomb_threat,Y_cyberbullying,Y_harassment,Y_literature_dump,Y_not_specified,Y_performance,Y_vandalism,conspiracy,general_antisemitism,holocaust_denial,israel,money,nazi,oppression_connection,in_school,not_specified,outside_school,publication,school_event,school_trip,social_media,Perpetrator-crowd,Perpetrator-not_specified,Perpetrator-outsider,Perpetrator-parent,Perpetrator-school_personnel,Perpetrator-student,Perpetrator-students,Perpetrator-teacher,not specified,outsider,parent,school,school personnel,student,teacher
2717,bomb threat - n.e. miles jewish day school,1073,0.4054794520547945,"658,466",33.553444,-86.896536,"1,111.28",12.538,"1,123.81",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2725,elementary school building defaced with swastikas.,4013,0.4054794520547945,"3,817,117",33.346540999999995,-112.495534,"9,200.14",24.246,"9,224.39",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2729,students made jokes about concentration camps and performed the nazi salute.,4013,0.4054794520547945,"3,817,117",33.346540999999995,-112.495534,"9,200.14",24.246,"9,224.39",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2728,four incidents reported of children drawing swastikas at local school.,4013,0.4054794520547945,"3,817,117",33.346540999999995,-112.495534,"9,200.14",24.246,"9,224.39",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2726,"jewish student harassed by peers with holocaust ""jokes.""",4019,0.4054794520547945,"980,263",32.128237,-111.783018,"9,187.04",2.061,"9,189.10",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2813,westboro baptist church hate group protested outside jewish high school.,6037,0.4054794520547945,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2816,child drew swastika and showed it to a jewish classmate.,6037,0.4054794520547945,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2775,"jewish middle school student harassed by classmates with references to ""burning jews.""",6037,0.4054794520547945,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3025,jewish student received anti-semitic valentines day card.,8001,0.4054794520547945,"441,603",39.874325,-104.331872,"1,167.65",16.243,"1,183.90",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3024,"jewish middle school student received anti-semitic messages on snapchat, told holocaust ""jokes,"" had pennies thrown at her by classmates.",8037,0.4054794520547945,"52,197",39.630638,-106.692944,"1,684.53",7.261,"1,691.79",0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3081,bomb threat - hebrew high school of new england,9003,0.4054794520547945,"894,014",41.806053000000006,-72.732916,735.097,15.527,750.624,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3080,student carved two swastikas onto school desk.,9009,0.4054794520547945,"862,477",41.349717,-72.900204,604.506,257.551,862.057,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3199,bomb threat - posnack jewish day school,12011,0.4054794520547945,"1,748,066",26.19352,-80.476658,"1,209.79",113.077,"1,322.86",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3198,jewish student bullied with anti-semitic taunts by classmates.,12073,0.4054794520547945,"275,487",30.45931,-84.2778,666.852,34.937,701.789,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3195,anti-semitic valentines cards circulated in middle schools.,12086,0.4054794520547945,"2,496,435",25.610494,-80.499045,"1,897.72",533.467,"2,431.18",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3190,"jewish student harassed with anti-semitic messages, including references to jews being cheap, swastikas, and message that the student's grandparents should have been ""roasted.""",12099,0.4054794520547945,"1,320,134",26.645763,-80.448673,"1,969.76",413.246,"2,383.01",0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3193,anti-semitic note passed to jewish student.,12099,0.4054794520547945,"1,320,134",26.645763,-80.448673,"1,969.76",413.246,"2,383.01",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3280,jewish students harassed with anti-semitic jokes.,13121,0.4054794520547945,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3281,several students distributed valentine's day notes with anti-semitic content.,13121,0.4054794520547945,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3437,swastika drawn in turf at local schoolyard.,25017,0.4054794520547945,"1,503,085",42.479477,-71.396507,817.817,29.243,847.06,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3604,bomb threat - aleph-bet jewish day school,24003,0.4054794520547945,"537,656",38.993373999999996,-76.560511,414.902,172.899,587.801,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3603,bomb threat - charles e. smith jewish day school,24031,0.4054794520547945,"971,777",39.137382,-77.203063,491.254,15.693,506.947,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3644,swastikas spray painted in bathrooms at derby middle school,26125,0.4054794520547945,"1,202,362",42.660452,-83.38421,867.663,39.631,907.294,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3648,bomb threat - hebrew day school of ann arbor,26161,0.4054794520547945,"344,791",42.252327,-83.844634,705.965,16.454,722.419,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3694,bomb threat - saul mirowitz jewish community school,29189,0.4054794520547945,"998,954",38.640702000000005,-90.445954,507.8,15.218,523.018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3717,bomb threat - lerner day school,37063,0.4054794520547945,"267,587",36.036589,-78.87791899999999,285.975,11.891,297.866,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4023,swastika painted on front door of cheyenne high school,32003,0.4054794520547945,"1,951,269",36.214236,-115.013819,"7,891.43",169.381,"8,060.81",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4484,bomb threat - perelman jewish day school,42091,0.4054794520547945,"799,874",40.209998999999996,-75.370201,483.04,4.155,487.195,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4647,jewish students harassed with anti-semitic language by their classmates.,49043,0.4054794520547945,"36,324",40.87206,-110.96848600000001,"1,871.71",10.259,"1,881.97",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4654,bomb threat - gesher jewish day school,51059,0.4054794520547945,"1,081,726",38.833743,-77.276117,390.969,15.277,406.246,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2720,swastika anti-semitic incident: vandalism at school.,5009,0.3287671232876712,"36,903",36.304308,-93.079204,590.231,11.6,601.831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2736,"racist, anti-semitic graffiti at high school.",4013,0.3287671232876712,"3,817,117",33.346540999999995,-112.495534,"9,200.14",24.246,"9,224.39",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2732,jewish student being harassed for wearing star of david necklace.,4013,0.3287671232876712,"3,817,117",33.346540999999995,-112.495534,"9,200.14",24.246,"9,224.39",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2840,nine high school students painted swastikas and harassed jewish teacher.,6001,0.3287671232876712,"1,510,271",37.648081,-121.91330400000001,739.017,82.311,821.328,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2851,anti-semitic anti-semitic incident: harassment of middle school student by classmate.,6037,0.3287671232876712,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2824,teacher used racist and anti-semitic language in class.,6059,0.3287671232876712,"3,010,232",33.675686999999996,-117.777207,790.568,157.498,948.066,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2856,"white supremacist flyers at high school that read: ""no jews, no problems.""",6065,0.3287671232876712,"2,189,641",33.729828000000005,-116.00223899999999,"7,206.48",96.94,"7,303.42",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2823,"anti-semitic graffiti including a swastika and the words ""toasted jew"" found in high school.",6081,0.3287671232876712,"718,451",37.414664,-122.37154199999999,448.408,292.551,740.959,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2839,numerous cases of anti-semitic anti-semitic incident: harassment of jewish students in middle school.,6083,0.3287671232876712,"423,895",34.537378000000004,-120.03848500000001,"2,735.09","1,053.99","3,789.08",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2852,middle school student received anti-semitic note.,6111,0.3287671232876712,"823,318",34.358742,-119.13314299999999,"1,843.13",365.249,"2,208.38",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2822,"extensive bullying of jewish student, including anti-semitic language.",6111,0.3287671232876712,"823,318",34.358742,-119.13314299999999,"1,843.13",365.249,"2,208.38",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3029,parents of jewish middle school students discovered that non-jewish students were sending anti-semitic jokes at their children.,8037,0.3287671232876712,"52,197",39.630638,-106.692944,"1,684.53",7.261,"1,691.79",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3030,"numerous instances of middle school students chanting ""heil hitler"" and ""build a wall,"" and engaging in sexist behavior.",8059,0.3287671232876712,"534,543",39.586459999999995,-105.24560100000001,764.208,9.825,774.033,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3088,swastika graffiti at high school.,9001,0.3287671232876712,"916,829",41.228103000000004,-73.36675699999999,624.89,212.033,836.923,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3082,"report of frequent anti-semitic comments and ""jokes"" at a middle school.",9009,0.3287671232876712,"862,477",41.349717,-72.900204,604.506,257.551,862.057,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3128,swastika graffiti in high school.,11001,0.3287671232876712,"601,723",38.904149,-77.017094,61.048,7.292,68.34,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3205,bomb threat - posnack jewish day school,12011,0.3287671232876712,"1,748,066",26.19352,-80.476658,"1,209.79",113.077,"1,322.86",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3216,anti-semitic anti-semitic incident: harassment of jewish students in high school.,12095,0.3287671232876712,"1,145,956",28.514435,-81.323295,903.429,99.831,"1,003.26",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3290,"middle school and high school students subjected to anti-semitic and holocaust-related ""jokes.""",13073,0.3287671232876712,"124,053",33.550556,-82.25134200000001,290.09,17.515,307.605,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3288,"jewish middle school students harassed with holocaust-related ""jokes.""",13117,0.3287671232876712,"175,511",34.225143,-84.127336,224.021,23.145,247.166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3289,"swastikas, a drawing of a gun, and the words ""you the jews"" found in restroom at middle school.",13121,0.3287671232876712,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3286,anti-semitic anti-semitic incident: harassment of jewish high school student.,13135,0.3287671232876712,"805,321",33.959101000000004,-84.022938,430.383,6.392,436.775,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3348,two jewish elementary school students were bullied with anti-semitic taunts by classmates.,17031,0.3287671232876712,"5,194,675",41.894294,-87.645455,945.326,689.533,"1,634.86",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3351,swastikas trampled into snow at elementary school.,17031,0.3287671232876712,"5,194,675",41.894294,-87.645455,945.326,689.533,"1,634.86",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3346,bomb threat - chicago jewish day school,17031,0.3287671232876712,"5,194,675",41.894294,-87.645455,945.326,689.533,"1,634.86",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3456,bomb threat - metrowest jewish day school,25017,0.3287671232876712,"1,503,085",42.479477,-71.396507,817.817,29.243,847.06,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3457,bomb threat - solomon schechter day school,25017,0.3287671232876712,"1,503,085",42.479477,-71.396507,817.817,29.243,847.06,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3606,middle school students made nazi references and drew swastikas.,24031,0.3287671232876712,"971,777",39.137382,-77.203063,491.254,15.693,506.947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3697,high school circulated photo of student defaced with swastikas.,29189,0.3287671232876712,"998,954",38.640702000000005,-90.445954,507.8,15.218,523.018,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3802,anti-semitic graffiti discovered on school desk.,34023,0.3287671232876712,"809,858",40.439593,-74.407585,308.914,13.913,322.827,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3799,"students found a drawing of hitler, a swastika, and the words ""kill all the jews"" and ""heil hitler"" written on a desk.",34023,0.3287671232876712,"809,858",40.439593,-74.407585,308.914,13.913,322.827,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4118,jewish student harassed with anti-jewish language.,36111,0.3287671232876712,"182,493",41.947232,-74.265447,"1,124.24",36.525,"1,160.76",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4568,bomb threat - jewish community day school,44007,0.3287671232876712,"626,667",41.870488,-71.578242,409.502,26.154,435.656,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4567,threat of active shooter called in to jewish community day school.,44007,0.3287671232876712,"626,667",41.870488,-71.578242,409.502,26.154,435.656,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2868,anti-semitic graffiti in school.,6037,0.24383561643835616,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2877,students found swastikas drawn on desks.,6115,0.24383561643835616,"72,155",39.270026,-121.34428,631.839,11.969,643.808,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3038,anti-semitic bullying at a middle school.,8001,0.24383561643835616,"441,603",39.874325,-104.331872,"1,167.65",16.243,"1,183.90",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3036,jewish high school student anti-semitic incident: assaulted by classmates after being targeted with anti-semitic slurs for weeks.,8013,0.24383561643835616,"294,567",40.094826,-105.39838200000001,726.289,14.081,740.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3297,a student threw money at another student and made anti-semitic comments towards her.,13067,0.24383561643835616,"688,078",33.93994,-84.574166,339.549,4.969,344.518,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3294,students directed the heil hitler salute to a jewish student during class.,13121,0.24383561643835616,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3295,swastika found by a jewish student in the boy's bathroom of a middle school.,13121,0.24383561643835616,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3835,anti-semitic messages written on school playground.,34025,0.24383561643835616,"630,380",40.287056,-74.152446,468.793,196.527,665.32,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3834,anti-semitic graffiti found scrawled at school playground.,34025,0.24383561643835616,"630,380",40.287056,-74.152446,468.793,196.527,665.32,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4182,two school buses with hebrew writing on them were vandalized.,36047,0.24383561643835616,"2,504,700",40.635133,-73.950777,70.816,26.102,96.918,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4161,swastika graffiti at high school.,36081,0.24383561643835616,"2,230,722",40.658557,-73.837929,108.532,69.675,178.207,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4619,"a high school history teacher told students during a lesson on world war ii, that jews killed jesus which is why hitler wanted to annihilate the jews.",48201,0.24383561643835616,"4,092,459",29.857273,-95.39303699999999,"1,703.48",74.005,"1,777.48",0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2739,ongoing anti-semitic anti-semitic incident: harassment and bullying at a school.,4019,0.16164383561643836,"980,263",32.128237,-111.783018,"9,187.04",2.061,"9,189.10",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2893,"graffiti including two swastikas, the nazi flag, and image of a bag of money with a star of david next to it, and the words ""jews are evil"" were found etched into a desk at a high school.",6001,0.16164383561643836,"1,510,271",37.648081,-121.91330400000001,739.017,82.311,821.328,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2884,swastika drawn in feces discover in a boy's bathroom at a high school.,6037,0.16164383561643836,"9,818,605",34.196397999999995,-118.26186200000001,"4,057.88",693.058,"4,750.94",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2891,a jewish student harassed with holocaust-related verbiage.,6041,0.16164383561643836,"252,409",38.051817,-122.745974,520.306,307.886,828.192,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2900,"a public school teacher has been repeatedly harassed by students yelling ""death to jews"" and ""heil hitler"" outside their classroom, and a swastika was drawn on the whiteboard.",6053,0.16164383561643836,"415,057",36.240107,-121.315573,"3,280.60",490.626,"3,771.22",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2897,"three fourth grade students sang to a fellow student a song with the words, ""we?re nazi?s and we hate the jews. we?re nazi?s and we are creeping you. we?re nazi?s and we?re killing you. we?e nazi?s and we go (sound of a machine gun.)""",6059,0.16164383561643836,"3,010,232",33.675686999999996,-117.777207,790.568,157.498,948.066,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2898,"a sixth-grade jewish boy was the victim of anti-semitic bullying as students taunted him with swastikas in class, and brought cigarette lighters to school telling the victim they will burn him ""like they did in the holocaust.""",6097,0.16164383561643836,"483,878",38.532574,-122.945194,"1,575.85",192.098,"1,767.95",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3042,"a jewish elementary school boy was told by a fellow student ""all jews lie,"" and experienced continued bullying from the same child.",8031,0.16164383561643836,"600,158",39.761849,-104.880625,153,1.631,154.631,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3092,two students were victims of anti-semitic bullying.,9003,0.16164383561643836,"894,014",41.806053000000006,-72.732916,735.097,15.527,750.624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3222,a middle school student faced continued anti-semitic anti-semitic incident: harassment from fellow students.,12053,0.16164383561643836,"172,778",28.567911,-82.464835,472.539,116.483,589.022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3225,swastikas and racial slurs found on walls at a high school.,12099,0.16164383561643836,"1,320,134",26.645763,-80.448673,"1,969.76",413.246,"2,383.01",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3299,"swastika with the letters spelling out ""nazi,"" discovered by an eighth-grade jewish boy in a school bathroom.",13121,0.16164383561643836,"920,581",33.790034000000006,-84.468182,526.635,7.69,534.325,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3494,a middle school student and a high school student defaced school property with a swastika.,25023,0.16164383561643836,"494,919",41.987196000000004,-70.74194200000001,659.075,434.177,"1,093.25",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3652,"swastikas, a racial slur, and a homophobic message spray painted outside forest hills central high school.",26081,0.16164383561643836,"602,622",43.032497,-85.547446,846.948,24.996,871.944,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3709,"anti-semitic, pro-nazi, and racist graffiti found at a public school.",28075,0.16164383561643836,"80,261",32.403998,-88.660449,703.634,11.52,715.154,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3858,"a swastika was drawn on the wall of a boys' bathroom stall, and a hateful message against jews in a girls' bathroom stall at a high school.",34003,0.16164383561643836,"905,116",40.95909,-74.074522,233.009,13.662,246.671,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3856,swastika and other obscenities were painted on the property of an elementary school.,34013,0.16164383561643836,"783,969",40.787217,-74.24613599999999,126.212,3.419,129.631,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3852,anti-semitic graffiti on school desk.,34023,0.16164383561643836,"809,858",40.439593,-74.407585,308.914,13.913,322.827,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
