adl_id,description,code.type,code.nature,code.location,code.perpetrator,code.target
3606,middle school students made nazi references and drew swastikas.,harassment,nazi,not specified,student,not specified
3697,high school circulated photo of student defaced with swastikas.,vandalism,nazi,in school,not specified,student
3802,anti-semitic graffiti discovered on school desk.,vandalism,general antisemitism,in school,not specified,not specified
3799,"students found a drawing of hitler, a swastika, and the words ""kill all the jews"" and ""heil hitler"" written on a desk.",vandalism,nazi,in school,not specified,not specified
4118,jewish student harassed with anti-jewish language.,harassment,general antisemitism,not specified,not specified,student
4568,bomb threat - jewish community day school,bomb threat,general antisemitism,in school,not specified,school
4567,threat of active shooter called in to jewish community day school.,bomb threat,general antisemitism,in school,not specified,school
2868,anti-semitic graffiti in school.,vandalism,general antisemitism,in school,not specified,not specified
2877,students found swastikas drawn on desks.,vandalism,nazi,in school,not specified,not specified
3038,anti-semitic bullying at a middle school.,harassment,general antisemitism,in school,student,student
3036,jewish high school student anti-semitic incident: assaulted by classmates after being targeted with anti-semitic slurs for weeks.,harassment,general antisemitism,not specified,student,student
3297,a student threw money at another student and made anti-semitic comments towards her.,harassment,money,not specified,student,student
3294,students directed the heil hitler salute to a jewish student during class.,performance,nazi,in school,student,student
3295,swastika found by a jewish student in the boy's bathroom of a middle school.,vandalism,nazi,in school,not specified,not specified
3835,anti-semitic messages written on school playground.,vandalism,general antisemitism,outside school,not specified,not specified
3834,anti-semitic graffiti found scrawled at school playground.,vandalism,general antisemitism,outside school,not specified,not specified
4182,two school buses with hebrew writing on them were vandalized.,vandalism,general antisemitism,outside school,not specified,not specified
4161,swastika graffiti at high school.,vandalism,nazi,in school,not specified,not specified
4619,"a high school history teacher told students during a lesson on world war ii, that jews killed jesus which is why hitler wanted to annihilate the jews.",harassment,"general antisemitism, nazi",in school,teacher,not specified
2739,ongoing anti-semitic anti-semitic incident: harassment and bullying at a school.,harassment,general antisemitism,in school,student,student
2893,"graffiti including two swastikas, the nazi flag, and image of a bag of money with a star of david next to it, and the words ""jews are evil"" were found etched into a desk at a high school.",vandalism,"general antisemitism, nazi, money",in school,not specified,not specified
2884,swastika drawn in feces discover in a boy's bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
2891,a jewish student harassed with holocaust-related verbiage.,harassment,nazi,not specified,not specified,student
2900,"a public school teacher has been repeatedly harassed by students yelling ""death to jews"" and ""heil hitler"" outside their classroom, and a swastika was drawn on the whiteboard.","vandalism, harassment",nazi,in school,student,teacher
2897,"three fourth grade students sang to a fellow student a song with the words, ""we?re nazi?s and we hate the jews. we?re nazi?s and we are creeping you. we?re nazi?s and we?re killing you. we?e nazi?s and we go (sound of a machine gun.)""",harassment,nazi,in school,student,student
2898,"a sixth-grade jewish boy was the victim of anti-semitic bullying as students taunted him with swastikas in class, and brought cigarette lighters to school telling the victim they will burn him ""like they did in the holocaust.""",harassment,nazi,in school,student,student
3042,"a jewish elementary school boy was told by a fellow student ""all jews lie,"" and experienced continued bullying from the same child.",harassment,general antisemitism,not specified,student,student
3092,two students were victims of anti-semitic bullying.,harassment,general antisemitism,not specified,student,student
3222,a middle school student faced continued anti-semitic anti-semitic incident: harassment from fellow students.,harassment,general antisemitism,not specified,student,student
3225,swastikas and racial slurs found on walls at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
3299,"swastika with the letters spelling out ""nazi,"" discovered by an eighth-grade jewish boy in a school bathroom.",vandalism,nazi,in school,not specified,not specified
3494,a middle school student and a high school student defaced school property with a swastika.,vandalism,nazi,in school,student,not specified
3652,"swastikas, a racial slur, and a homophobic message spray painted outside forest hills central high school.",vandalism,"nazi, oppression connection",outside school,not specified,not specified
3709,"anti-semitic, pro-nazi, and racist graffiti found at a public school.",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
3858,"a swastika was drawn on the wall of a boys' bathroom stall, and a hateful message against jews in a girls' bathroom stall at a high school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
3856,swastika and other obscenities were painted on the property of an elementary school.,vandalism,nazi,outside school,not specified,not specified
3852,anti-semitic graffiti on school desk.,vandalism,general antisemitism,in school,not specified,not specified
3841,"note left on jewish student's desk with a swastika and the acronym ""kys,"" which means ""kill yourself.""",harassment,"general antisemitism, nazi",in school,not specified,student
3851,"a note was found at a school that contained an image of a swastika and the words ""white is supreme.""",harassment,"nazi, oppression connection",in school,not specified,not specified
3847,one student drew a swastika on another student's paper.,vandalism,nazi,in school,student,student
4196,anti-semitic graffiti found in male locker room at a school.,vandalism,general antisemitism,in school,not specified,not specified
4211,a swastika was carved into the sidewalk near a jewish school in brooklyn's gravesend neighborhood.,vandalism,nazi,outside school,not specified,not specified
4195,"graffiti reading ""nazi skin head,"" a swastika, and a threatening message discovered in a high school bathroom.",vandalism,nazi,in school,not specified,not specified
4187,"a swastika and the phrase, ""no jews,"" discovered in a boy's bathroom at an elementary school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
2914,anti-semitic graffiti found at elementary school.,vandalism,general antisemitism,in school,not specified,not specified
2904,students vandalized school with graffiti that included a swastika.,vandalism,"general antisemitism, nazi",in school,student,not specified
2910,holocaust denial posters found posted a strip mall and near a jewish day school.,literature dump,holocaust denial,off-campus,not specified,not specified
3871,anti-semitic and racist graffiti and swastikas were spray-painted on sign at elementary school playground.,vandalism,"general antisemitism, nazi, oppression connection",outside school,not specified,not specified
3867,an anti-semitic message was scrawled on playground equipment at an elementary school.,vandalism,general antisemitism,outside school,not specified,not specified
3865,students used anti-semitic screen names for a class assignment.,cyberbullying,general antisemitism,in school,student,not specified
4015,"students overheard telling holocaust ""jokes"" in school.",harassment,nazi,in school,student,not specified
4233,known local school bus with jewish iconography set ablaze in arson attack.,vandalism,general antisemitism,outside school,not specified,not specified
2940,"anti-semitic incident: vandalism including a swastika and the words ""white power"" written at a middle school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
2934,a jewish high school student experienced repeated anti-semitic anti-semitic incident: harassment and bullying by his peers.,harassment,general antisemitism,not specified,student,student
2928,swastika were found spay-painted at a high school before fall semester began.,vandalism,nazi,in school,not specified,not specified
3055,"a group of middle school girls were talking when a male student ran up, shouted ""heil hitler!"" and performed the nazi salute.",performance,nazi,in school,student,student
3137,"the word ""kike"" was written on a high school building.",vandalism,general antisemitism,outside school,not specified,not specified
3305,"a social media image of a group of high school students played a variation of beer pong, which they called ""nazis vs. jews"" went around the internet and community.","performance, cyberbullying",nazi,social media,student,not specified
3308,"elementary school teacher, who is jewish, discovered a swastika drawn on one of her planters.",vandalism,nazi,in school,not specified,teacher
3407,swastika graffiti was discovered on a student's car at a high school.,vandalism,nazi,outside school,not specified,student
3521,swastika drawn in the dirt at marblehead high school's softball field.,vandalism,nazi,outside school,not specified,not specified
4273,a jewish star and a swastika were spray-painted on a slide at windermere boulevard elementary school.,vandalism,"general antisemitism, nazi",outside school,not specified,not specified
4287,"graffiti including swastikas, anti-semitic messages, and gang graffiti were found at syosset high school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
4669,a swastika was discovered in a bathroom stall at briar woods high school.,vandalism,nazi,in school,not specified,not specified
2962,"anti-semitic and racist instagram account ""i hate jews"" created by berkeley high school students.",cyberbullying,"general antisemitism, oppression connection",social media,student,not specified
2958,a middle school student drew a swastika on the pavement at school.,vandalism,nazi,outside school,student,not specified
2964,jewish middle school student bullied with anti-semitic jokes and comments.,harassment,general antisemitism,not specified,student,student
2965,elementary school student victim of anti-semitic bullying by a classmate.,harassment,general antisemitism,not specified,student,student
2953,anti-semitic incident: vandalism that included a swastika were spray-painted on the campus of a high school.,vandalism,nazi,outside school,not specified,not specified
3058,student at elementary school victim of anti-semitic bullying and anti-semitic incident: harassment by classmate.,harassment,general antisemitism,not specified,student,student
3107,a swastika was found etched into a classroom table.,vandalism,nazi,in school,not specified,not specified
3683,"a swastika and the word ""soon"" were discovered at a high school on the eve of yom kippur.",vandalism,nazi,in school,not specified,not specified
3908,"""hate kikes"" was written on a bathroom wall at a high school.",vandalism,general antisemitism,in school,not specified,not specified
3910,swastika carved into the bulletin board in classroom at a high school.,vandalism,nazi,in school,not specified,not specified
4307,two swastikas drawn on the sidewalk outside a jewish school.,vandalism,nazi,outside school,not specified,not specified
4300,"anti-semitic, racist, and homophobic graffiti discovered on desk at a high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
4459,anti-semitic slurs and white supremacist language were graffitied on the exterior of a high school.,vandalism,"general antisemitism, oppression connection",outside school,not specified,not specified
2745,jewish high school student victim of anti-semitic bullying at school.,harassment,general antisemitism,in school,student,student
2974,"jewish student called a a ""yiddish piece of shit"" by a classmate.",harassment,general antisemitism,not specified,student,student
2979,"man drove by jewish high school yelling ""white power"" and made obscene gestures.",harassment,"general antisemitism, oppression connection",outside school,outsider,school
2987,swastika painted in red on the asphalt at a high school.,vandalism,nazi,outside school,not specified,not specified
2970,jewish middle school-aged student victim of ongoing anti-semitic anti-semitic incident: harassment and bullying at school.,harassment,general antisemitism,in school,student,student
2978,"a swastika and the words ""sig hil"" (sic) were found drawn on the wall of a boys restroom at a high school.",vandalism,nazi,in school,not specified,not specified
2977,middle school received a number of emails through their anonymous reporting application containing images of swastikas.,cyberbullying,nazi,social media,not specified,student
3065,anti-semitic anti-semitic incident: harassment and bullying at elementary school.,harassment,general antisemitism,in school,student,student
3115,swastika drawn on jewish student's locker.,vandalism,nazi,in school,not specified,student
3117,"a note that read: ""jews will burn"" was left on a middle school student's locker.",harassment,nazi,in school,not specified,student
3110,student at a middle school drew a swastika in the boys' bathroom.,vandalism,nazi,in school,student,not specified
3242,jewish student victim of anti-semitic bullying and anti-semitic incident: harassment at school.,harassment,general antisemitism,in school,student,student
3246,jewish elementary school student victim of anti-semitic anti-semitic incident: harassment and threat by classmate.,harassment,general antisemitism,not specified,student,student
3243,jewish teacher victim of ongoing anti-semitic anti-semitic incident: harassment by students.,harassment,general antisemitism,in school,student,teacher
3239,jewish students victims of anti-semitic comments at high school.,harassment,general antisemitism,in school,not specified,student
3543,a student at stoughton high school drew a swastika during a group project to make up designs for a flag.,vandalism,nazi,in school,student,not specified
3659,wood chips were used to create a swastika on the playground of an elementary school.,vandalism,nazi,outside school,not specified,not specified
3955,"""jew"" written on the wall in the boy's bathroom at a high school.",vandalism,general antisemitism,in school,not specified,not specified
3932,"students at a middle school made a group chat called ""kill all jews.""",cyberbullying,general antisemitism,social media,student,not specified
3950,jewish student victim of anti-semitic anti-semitic incident: harassment.,harassment,general antisemitism,not specified,not specified,student
3936,non-jewish high school students throwing pennies and other objects at observant jews they see.,harassment,money,not specified,student,student
4017,jewish high school student discovered a swastika drawn in the dirt on his car.,vandalism,nazi,outside school,not specified,student
4335,students made anti-semitic comments to other students at middle school.,harassment,general antisemitism,in school,student,student
4327,members of the school district made disparaging and anti-semitic comments about the jewish community in their district.,harassment,general antisemitism,not specified,school personnel,outsider
4673,swastika graffiti at school.,vandalism,nazi,in school,not specified,not specified
2997,middle school student caught carving a swastika into a desk.,vandalism,nazi,in school,student,not specified
2996,"student drew a swastika and wrote ""heil hitler"" with a sharpie on a desk in a jewish teacher's classroom.",vandalism,nazi,in school,student,teacher
2990,opposing soccer team harassed jewish high school players with anti-semitic taunts.,harassment,general antisemitism,school event,student,student
2995,"student continuously harassing other students saying he""will slaughter your jewish god"" and ""smack your jewish girlfriend's dick.""",harassment,general antisemitism,in school,student,student
2993,"jewish student harassed at middle school, classmates drew swastikas on their peer-graded assignments in order to intimidate the jewish student.","harassment, vandalism","general antisemitism, nazi",in school,student,student
3002,swastika drawn on jewish school's property.,vandalism,nazi,outside school,not specified,not specified
3009,jewish student victim of anti-semitic bullying at school.,harassment,general antisemitism,in school,student,student
3071,jewish high school student experienced ongoing anti-semitic anti-semitic incident: harassment and bullying by peers.,harassment,general antisemitism,not specified,student,student
3119,swastika drawn on classroom door at a high school.,vandalism,nazi,in school,not specified,not specified
3261,jewish student discovered note with anti-semitic content in their backpack.,harassment,general antisemitism,not specified,not specified,student
3327,two students victims of anti-semitic anti-semitic incident: harassment and threats.,harassment,general antisemitism,not specified,not specified,student
3661,a school district's google maps page was altered with swastikas.,"vandalism, cyberbullying",nazi,social media,not specified,not specified
3975,"""kill the kike klub"" and the n-word written in a bathroom stall at a high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
4370,jewish school received bomb threat.,bomb threat,general antisemitism,in school,not specified,school
4366,"swastika, anti-semitic, racist, and homophobic graffiti written on the wall of a bathroom at a high school.",vandalism,"general antisemitism, nazi, oppression connection",in school,not specified,not specified
4364,"jewish school received anti-semitic phone call from someone that said: ""the holocaust never happened. heil hitler.""",harassment,"holocaust denial, nazi",in school,not specified,school
3011,jewish middle school student victim of anti-semitic bullying.,harassment,general antisemitism,not specified,student,student
3122,"elementary school student was told by peers: ""if you don't believe in jesus, you're going to hell,"" and that ""jews are bad.""",harassment,general antisemitism,not specified,student,student
3262,two jewish students victims of ongoing anti-semitic anti-semitic incident: harassment at by school peers.,harassment,general antisemitism,in school,student,student
3708,a student created a digital swastika using the photo of the face of another student.,cyberbullying,nazi,social media,student,student
5580,"swastika drawing and ""hail hitler"" written in bathroom stall at a middle school.",vandalism,nazi,in school,not specified,not specified
5521,jewish middle school student experiencing ongoing anti-semitic harassment in school by peers.,harassment,general antisemitism,in school,student,student
5589,a swastika was drawn on a traffic sign at an elementary school.,vandalism,nazi,outside school,not specified,not specified
5533,"images circulated on snapchat of a student at a high school performing the nazi ""sieg heil"" on the school's jewish student union sign.","cyberbullying, performance",nazi,social media,student,outsider
5515,"jewish student victim of anti-semitic harassment and bullying, told by another student that jews are cheap and control the banks.",harassment,"general antisemitism, money",not specified,student,student
5578,swastika drawing discovered on classroom wall.,vandalism,nazi,in school,not specified,not specified
5514,student made an anti-semitic comment to a jewish student at an elementary school.,harassment,general antisemitism,in school,student,student
5566,a swastika was drawn into a desk at a school.,vandalism,nazi,in school,not specified,not specified
5518,"at least three students dressed as hitler for an assignment on ""a person they admire.""",performance,nazi,in school,student,not specified
5597,"on the bus home from school, an elementary school-aged boy was choked by another student and told: ""i want to kill you because you are jewish.""",harassment,general antisemitism,outside school,student,student
5581,"student drew a swastika, nazi flag, and wrote ""heil hitler"" on a school desk in a jewish teacher's classroom.",vandalism,nazi,in school,student,teacher
5567,swastika drawing discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
5542,jewish student was the victim of anti-semitic bullying and harassment.,harassment,general antisemitism,not specified,student,student
5532,high school students made repeated anti-semitic statements and threats against jewish students.,harassment,general antisemitism,not specified,student,student
5582,jewish boy was victim of anti-semitic harassment when another student on the bus carved a swastika into the boy's seat.,"harassment, vandalism","general antisemitism, nazi",outside school,student,student
5531,teacher verbally harassed a jewish student in class with anti-semitic remarks.,harassment,general antisemitism,in school,teacher,student
5528,jewish student discovered that classmates were sending around anti-semitic and holocaust jokes at jewish student's expense.,harassment,"general antisemitism, nazi",social media,student,student
7655,swastika vandalism discovered on desks at a high school.,vandalism,nazi,in school,not specified,not specified
7639,"middle school boy told a jewish classmate to ""get out of my seat, jew!"" the student was also seen making the sieg heil gesture.","harassment, performance","general antisemitism, nazi",in school,student,student
5574,graffiti including two swastikas and offensive language discovered in school stairwell.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
5570,swastika graffiti discovered at two neighboring schools.,vandalism,nazi,in school,not specified,not specified
5655,swastika graffiti discovered at a high school.,vandalism,nazi,in school,not specified,not specified
5609,students at a high school gathered to form a swastika with their bodies.,performance,nazi,not specified,student,not specified
5614,"for valentine's day, a middle school student inundated a school printer with hundreds of copies of a picture of hitler and a message saying.""","harassment, literature dump, cyberbullying, vandalism","general antisemitism, nazi",in school,student,not specified
5671,racist and anti-semitic graffiti was discovered on walls at a school.,vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
5666,"jewish student discovered the word ""jews"" spray-painted on a trash can near campus.",vandalism,general antisemitism,outside school,not specified,not specified
5619,"jewish students experiencing ongoing anti-semitic harassment by peers in their high school including being called ""kike.""",harassment,general antisemitism,in school,student,student
5674,drawing of a swastika discovered on a path on school grounds.,vandalism,nazi,outside school,not specified,not specified
5652,"anti-semitic graffiti including swastikas, discovered in a boys bathroom at ottoson middle school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
5649,three swastika drawings discovered in bathrooms at a middle school.,vandalism,nazi,in school,not specified,not specified
5686,a drawing of a swastika was discovered in a desk cubby at a high school.,vandalism,nazi,in school,not specified,not specified
5601,students at norwell high school drew swastikas on their bodies and then sent pictures of themselves to other students in a harassing manner.,cyberbullying,nazi,social media,student,student
5634,"a jewish middle school student heard another student say: ""damn jewish kids"" as she was passing in the hall.",harassment,general antisemitism,in school,student,student
5606,teacher made an anti-semitic remark to students in class.,harassment,general antisemitism,in school,teacher,student
7084,swastika vandalism discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
5602,jewish students subject to ongoing anti-semitic harassment by peers.,harassment,general antisemitism,not specified,student,student
7651,a student at a middle school had a swastika drawn on his forehead.,not specified,nazi,outside school,not specified,student
5615,jewish boy victim of anti-semitic harassment and bullying in school.,harassment,general antisemitism,in school,student,student
5638,"a teacher at the friends seminary school made a nazi salute and say ""heil hitler"" to demonstrate an obtuse angle is to his 11th grade math class.",performance,nazi,in school,teacher,not specified
5608,student told peers he wanted to be like hitler and buy a gun to kill people.,harassment,nazi,not specified,student,not specified
5629,student made hitler jokes and derogatory remarks about judaism.,harassment,"general antisemitism, nazi",not specified,student,not specified
5665,a swastika was painted on the wall of a school.,vandalism,nazi,in school,not specified,not specified
2525,an unknown person or group distributed white supremacist flyers outside a public school.,literature dump,"general antisemitism, oppression connection",outside school,outsider,not specified
5750,a piece of paper with negative comments about jewish people was found under a school administrator's door.,harassment,general antisemitism,in school,not specified,not specified
5732,jewish students at a public high school were victims of ongoing anti-semitic harassment and bullying.,harassment,general antisemitism,in school,student,student
5710,jewish students at a middle school were bullied and harassed with anti-semitic threats.,harassment,general antisemitism,in school,student,student
5755,teacher discovered four or five swastikas drawn on boards in her classroom.,vandalism,nazi,in school,not specified,not specified
5768,student discovered a swastika drawn with cleaning fluid on the wall of an elevator at their high school.,vandalism,nazi,in school,not specified,not specified
5774,a drawing of a swastika was found on the playground at an elementary school.,vandalism,nazi,outside school,not specified,not specified
5771,swastika drawing discovered in the bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
5743,anti-semitic jokes targeted a jewish student.,harassment,general antisemitism,not specified,not specified,student
5782,"three people vandalized businesses, a church, and a school with swastikas and ""666.""",vandalism,"nazi, general antisemitism",outside school,not specified,not specified
7644,a drawing of a swastika was discovered in the boys' locker room at a school.,vandalism,nazi,in school,not specified,not specified
7656,"""death to jews forever"" was written in a shared online document at an elementary school.",harassment,general antisemitism,social media,not specified,not specified
5704,"student gave the ""heil hitler"" salute in front of other students in the lunchroom.",performance,nazi,in school,student,student
7652,jewish student was harassed by a classmate who made intimidating threats about fighting him.,harassment,general antisemitism,not specified,student,student
5692,students gave nazi salutes in classroom.,performance,nazi,in school,student,not specified
5761,school buses belonging to a yeshiva were vandalized.,vandalism,general antisemitism,outside school,not specified,school
5751,school security guard discovered swastika drawings on school property.,vandalism,nazi,outside school,not specified,not specified
5738,a student was making racist and anti-semitic remarks in an after school program that included telling everyone that he wanted to get a tattoo of a swastika and kill jews.,harassment,"general antisemitism, oppression connection, nazi",school event,student,not specified
5721,"term ""jew"" used as a pejorative during confrontation between two students.",harassment,general antisemitism,not specified,student,student
5748,"during a school trip a student said ""auschwitz is the best vacation place for jews.""",harassment,nazi,school trip,student,not specified
5731,"anti-semitic harassment at a middle school that included children saying ""heil hitler"" in the cafeteria.",harassment,"general antisemitism, nazi",in school,student,not specified
5741,school board member directed anti-semitic remarks at a rabbi during a meeting.,harassment,general antisemitism,school event,school personnel,outsider
5784,"a hand-drawn swastika and the words ""kill the jews!"" were discovered in a bathroom at a high school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
5739,a jewish girl in middle school was the victim of ongoing anti-semitic cyber bullying at the hands of another student.,harassment,general antisemitism,social media,student,student
5740,"a student was harassed with ""anti-semitic derogatory comments"" and threatened while trying to get on the school bus.¬†",harassment,general antisemitism,outside school,not specified,student
5855,individual received anti-semitic emails to her work email. victim works for a school.,harassment,general antisemitism,social media,not specified,school personnel
5828,"jewish student at a middle school victim of anti-semitic harassment and bullying by peers, was told the holocaust was a lie.",harassment,"general antisemitism, holocaust denial",not specified,student,student
5796,a video online targeted a jewish high school student with anti-semitic undertones.,harassment,general antisemitism,social media,not specified,student
5813,jewish middle school student victim of anti-semitic bullying by peer.,harassment,general antisemitism,not specified,student,student
5829,middle school student drew a swastika on a class assignment.,vandalism,nazi,in school,student,not specified
5863,student at a middle school discovered swastika drawings on their desk.,vandalism,nazi,in school,not specified,not specified
5866,a swastika drawing was found in a bathroom at a public high school.,vandalism,nazi,in school,not specified,not specified
5892,a jewish girl found a large swastika drawing in the bathroom at her high school.,vandalism,nazi,in school,not specified,not specified
5871,a student drew a swastika on a fellow student's backpack.,vandalism,nazi,in school,student,student
4265,student was discovered drawing swastikas and writing obscene messages in a school bathroom.,vandalism,nazi,in school,student,not specified
5804,"""h8 jews"" was written into the sand during a high school trip to the beach.",vandalism,general antisemitism,school trip,not specified,not specified
3877,"student at a middle school told another student that he was hitler and that he would ""put her in the gas chambers.""",harassment,nazi,in school,student,student
5848,"students sang ""happy birthday"" to adolf hitler during a school demonstration.",harassment,nazi,in school,student,not specified
5793,jewish girl victim of anti-semitic harassment and bullying by school peers.,harassment,general antisemitism,not specified,student,student
5860,"""hitler youth"" and a swastika was spray-painted on a high school.",vandalism,nazi,outside school,not specified,not specified
5896,"a high school was vandalized with graffiti that included swastikas, the words ""hitler youth,"" and phallic symbols on the walls, sidewalks, and windows.",vandalism,nazi,outside school,not specified,not specified
5846,teacher encouraged students to take selfies while wearing nazi ss uniforms.,performance,nazi,in school,"student, teacher",not specified
5887,jewish student's student government campaign poster vandalized with a swastika.,vandalism,nazi,in school,not specified,student
5880,a student drew swastikas on another student's cast.,vandalism,nazi,not specified,student,student
5912,anti-semitic language disseminated on high school listserv.,harassment,general antisemitism,social media,not specified,not specified
5938,anti-semitic verbal harassment by teacher towards students.,harassment,general antisemitism,in school,teacher,student
6035,a group of students used anti-semitic slurs to target a student.,harassment,general antisemitism,not specified,student,student
6049,"graffiti, that included a drawing of a swastika, was discovered on the exterior wall of a jewish day school.",vandalism,nazi,outside school,not specified,school
6065,a swastika was spray-painted on the bathroom wall at a high school.,vandalism,nazi,in school,not specified,not specified
6006,a high school student created an instagram account to post anti-semitic pictures and target a jewish student.,cyberbullying,general antisemitism,social media,student,student
6041,middle school student shared offensive holocaust-related meme.,cyberbullying,nazi,social media,student,not specified
5936,jewish student at a public high school was subjected to anti-semitic rhetoric by his teacher.,harassment,general antisemitism,in school,teacher,student
6094,"""heil hitler"" and a swastika were spray painted next to an elementary school.",vandalism,nazi,outside school,not specified,not specified
6030,jewish high school student victim of persistent anti-semitic bullying and harassment by classmate.,harassment,general antisemitism,not specified,student,student
5975,students at a high school were making anti-semitic verbal threats.,harassment,general antisemitism,in school,student,not specified
6042,"students at a high school made derogatory statements and gave ""heil hitler"" salutes to a jewish student and her friend.","harassment, performance","general antisemitism, nazi",in school,student,student
6048,homophobic and anti-semitic graffiti was found¬†in the faculty parking lot of a high school.,vandalism,"general antisemitism, oppression connection",outside school,not specified,not specified
6086,swastika vandalism at elementary school.,vandalism,nazi,in school,not specified,not specified
6069,a swastika was drawn on a toilet paper dispenser in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
6082,a swastika drawing was discovered in the in the boys bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
6085,a swastika drawing was discovered on a desk at a high school.,vandalism,nazi,in school,not specified,not specified
6051,a swastika drawing was discovered in the lobby of a high school.,vandalism,nazi,in school,not specified,not specified
6079,"the message: ""god hates jews"" was discovered engraved on an elementary school playground.",vandalism,general antisemitism,outside school,not specified,not specified
6068,a swastika was etched on the seat of a school bus directed at jewish student.,vandalism,nazi,outside school,not specified,student
5933,jewish boy at an elementary school was the victim of anti-semitic harassment and bullying; the bullying included the boy being told he could not wear particular shoes because he is jewish.,harassment,general antisemitism,in school,student,student
5805,"at school, a student was called a ""jew"" in a derogatory manner by another student.",harassment,general antisemitism,in school,student,student
3818,"student was called a ""stupid jew"" and told that they were ""going to die in the gas chamber."" the offender also shoved a nazi patch in the victim's face.",harassment,"general antisemitism, nazi",not specified,not specified,student
6074,swastika graffiti discovered by school custodian at a high school.,vandalism,nazi,in school,not specified,not specified
6060,student drew a swastika on a desk.,vandalism,nazi,in school,not specified,not specified
6057,swastikas were drawn on lockers at a high school.,vandalism,nazi,in school,not specified,not specified
6046,"during a school trip to a holocaust museum, a student stated ""i can't believe we have to spend the day listening to fake history.""",harassment,holocaust denial,school trip,student,not specified
6029,"a student, who is jewish, was told by another student that he was not allowed to play basketball because he is jewish and that he should ""go back to the concentration camps.""",harassment,"general antisemitism, nazi",school event,student,student
6043,"a teacher told her students that the holocaust is a myth, jews control the government, and other anti-semitic conspiracies.",harassment,"holocaust denial, conspiracy theory",in school,teacher,not specified
6762,male students at baraboo high school posed for their senior class picture using the heil hitler salute.,performance,nazi,publication,student,not specified
6143,swastika graffiti discovered at a high school.,vandalism,nazi,in school,not specified,not specified
6103,"high school students at a lacrosse playoff game chanted anti-semitic ""cheers"" at the other team and displayed a large poster featuring a circumcised penis.",harassment,general antisemitism,school event,student,student
6183,"a swastika, and other offensive imagery, was burned into a high school's football field.",vandalism,"nazi, oppression connection",outside school,not specified,not specified
6111,"a teacher was harassed by a student who repeatedly called her ""jew"" in a derogatory way.",harassment,general antisemitism,in school,student,teacher
6152,"anti-semitic graffiti that included a jewish star, ""jude,"" and two x's was found on an athletic storage trailer at a high school.",vandalism,"general antisemitism, nazi",outside school,not specified,not specified
6136,"elementary school student told peer that ""if you are jewish, then i hate you.""",harassment,general antisemitism,in school,student,student
3870,paper swastikas were taped to a trash can in a bathroom at a school.,vandalism,nazi,in school,not specified,not specified
6125,"jewish boy at a middle school was harassed and bullied by peers who called him a ""dirty jew"" and said ""heil hitler"" to him on multiple occasions.",harassment,"general antisemitism, nazi",in school,student,student
6106,an anti-semitic note was passed between students at a middle school.,harassment,general antisemitism,in school,student,student
6140,anti-semitic instagram page was being run by fellow students.,cyberbullying,general antisemitism,social media,student,not specified
6181,"a jewish student discovered swastika graffiti at their middle school, and also reported an anti-semitic instagram account run by other students.",vandalism,nazi,in school,not specified,not specified
440,"an unknown person or group posted white supremacist flyers at a public high school. the flyers read: ""khazar = jewish ghetto police.""",literature dump,general antisemitism,in school,not specified,school
6222,high school student drew a swastika on his phone and showed it to his jewish classmate.,harassment,nazi,not specified,student,student
6277,"a swastika and ""nazi rules"" was painted onto a door at a school.",vandalism,nazi,in school,not specified,not specified
6238,"k-12 student posted a video of another student saying: ""i don't like jewish people. i don't like jewish people because they feel entitled because of the holocaust.""¬†",cyberbullying,"general antisemitism, nazi",social media,student,not specified
3809,swastika vandalism discovered at a school.,vandalism,nazi,in school,not specified,not specified
6374,anti-semitic graffiti was spray-painted on a several buildings at a middle school.,vandalism,general antisemitism,outside school,not specified,not specified
6368,swastika vandalism and homophobic slurs were graffitied onto a school bus parked at an elementary school.,vandalism,"nazi, oppression connection",outside school,not specified,not specified
6358,a schools' softball field was defaced with swastika graffiti.,vandalism,nazi,outside school,not specified,not specified
6380,law enforcement reported that a large white swastika was painted onto a school field.,vandalism,nazi,outside school,not specified,not specified
6390,elementary school student was a victim of anti-semitic bullying that included taunts and written harassment.,harassment,general antisemitism,not specified,student,student
6476,swastika graffiti discovered in school bathroom.,vandalism,nazi,in school,not specified,not specified
